object_id,product_id,sku,brand,model,gender,frame_shape,frame_material,lens_color,front_color,product_type,price,list_price,currency,discount_percentage,discount_amount,on_sale,inventory,is_best_seller,is_polarized,is_customizable,image_url,url
8056262510872,3074457345618709729,0A05517 54 004/3H,Alain Mikli,A05517,FEMALE,Pillow,Acetate,Green,Transparent Grey/Orange/Ostrich,SUN,579.0,579.0,GBP,0.0,0.0,False,50,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/0e1b43a7-2c7e-4f56-9b29-b3a00127ef4b/0A05517__004_3H__P21__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a05517-8056262510872
8056262510865,3074457345618765321,0A05516 55 003/3H,Alain Mikli,A05516,FEMALE,Butterfly,Acetate,Green,Havana Damier/Striped Havana|Havan Damier/Striped Havana,SUN,496.0,496.0,GBP,0.0,0.0,False,25,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/c3e6b2de-3089-4e7f-b1a9-b3a001264aeb/0A05516__003_3H__P21__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a05516-8056262510865
8056597982948,3074457345618663519,0A05503 62 004/CT,Alain Mikli,A05503,FEMALE,Round,Acetate,Brown,Striped Havana,SUN,565.0,565.0,GBP,0.0,0.0,False,1,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/54ba6d93-2cb3-4514-b1d7-b36201783315/0A05503__004_CT__P21__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a05503-8056597982948
8056597165495,3074457345618485015,0A05056 56 002/S4,Alain Mikli,A05056 AMBRETTE,FEMALE,Irregular,Acetate,Grey,Rouge Noir Mikli/Noir Mikli,SUN,294.0,294.0,GBP,0.0,0.0,False,0,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/72c7a3fb-a3f4-4f77-8222-b36000b296bf/0A05056__002_S4_000A.png,https://www.sunglasshut.comalain-mikli/a05056-8056597165495
8056597498524,3074457345618581997,0A05066 52 003/87,Alain Mikli,A05066 ELINETTA SUN,FEMALE,Oval,Acetate,Grey,Metallic Blue Horn/ Blanc Mikli,SUN,294.0,294.0,GBP,0.0,0.0,False,0,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/888e0944-5826-4c9c-b105-b36100d4fa6f/0A05066__003_87__STD__noshad__fr.png,https://www.sunglasshut.comalain-mikli/a05066-8056597498524
8056262534908,3074457345618730882,0AX2058S 58 612171,Armani Exchange,AX2058S,MALE,Irregular,Metal,Green,Matte Pale Gold,SUN,106.0,106.0,GBP,0.0,0.0,False,5,True,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/5949c48f-46eb-4718-8eb2-b39e00a9fe04/0AX2058S__612171__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax2058s-8056262534908
8056262008034,3074457345618737330,0AX2052S 57 600087,Armani Exchange,AX2052S,MALE,Rectangle,Metal,Grey,Matte Black,SUN,101.0,101.0,GBP,0.0,0.0,False,15,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/366a9478-5c6b-4fd3-8a5e-b3630012d0d2/0AX2052S__600087__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax2052s-8056262008034
8056262534472,3074457345618730878,0AX2057S 59 612113,Armani Exchange,AX2057S,MALE,Pilot,Metal,Brown,Matte Pale Gold,SUN,88.0,88.0,GBP,0.0,0.0,False,22,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/d8671483-281f-44e4-9362-b3a1011518aa/0AX2057S__612113__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax2057s-8056262534472
7895653349711,3074457345618753761,0AX4166SU 57 807887,Armani Exchange,0AX4166SU,MALE,Pilot,Nylon & Propionate,Grey,Matte Black,SUN,75.0,75.0,GBP,0.0,0.0,False,10,True,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/2b34d7e0-fae9-4b09-bd42-b37100185a51/0AX4166SU__807887__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax4166su-7895653349711
8053672283471,514641,0AX2012S 62 606387,Armani Exchange,AX2012S,MALE,Pilot,Metal,Grey,Matte Black,SUN,87.0,87.0,GBP,0.0,0.0,False,232,True,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/84794363-aeac-4aa9-98a0-b35d012496c1/0AX2012S__606387__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax2012s-8053672283471
7895653318427,3074457345618693144,0AX4147S 56 807871,Armani Exchange,AX4147S,MALE,Square,Nylon & Propionate,Green,Matte Black,SUN,74.0,74.0,GBP,0.0,0.0,False,13,True,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/9289076e-c0fd-4ee8-9b94-b37000fc3766/0AX4147S__807871__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax4147s-7895653318427
7895653319257,3074457345618749534,0AX4152SU 55 836979,Armani Exchange,AX4152SU,FEMALE,Irregular,Nylon & Propionate,Blue,Opalescent Purple,SUN,88.0,88.0,GBP,0.0,0.0,False,46,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/d22fbd97-a7d1-408f-a168-b3630072d61d/0AX4152SU__836979__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax4152su-7895653319257
7895653318625,3074457345618749502,0AX4148SU 56 835987,Armani Exchange,AX4148SU,FEMALE,Phantos,Nylon & Propionate,Grey,Shiny Transparent Burgundy,SUN,74.0,74.0,GBP,0.0,0.0,False,30,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/c05cf567-4c28-49e1-b6e4-b3630072148b/0AX4148SU__835987__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax4148su-7895653318625
8056262535738,3074457345618739529,0AX2056S 54 600087,Armani Exchange,AX2056S,UNISEX,Irregular,Metal,Grey,Matte Black,SUN,93.0,93.0,GBP,0.0,0.0,False,108,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/77d53974-32a8-4dc5-a420-b3a00166209f/0AX2056S__600087__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax2056s-8056262535738
7895653318991,3074457345618749523,0AX4149SU 56 836173,Armani Exchange,AX4149SU,MALE,Square,Nylon & Propionate,Brown,Matte Beige,SUN,84.0,84.0,GBP,0.0,0.0,False,43,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/55d770e8-d53f-4433-ae32-b36300725a96/0AX4149SU__836173__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax4149su-7895653318991
8056597919906,3074457345618660213,0AX2048S 59 600087,Armani Exchange,AX2048S,MALE,Rectangle,Metal,Grey,Matte Black,SUN,101.0,101.0,GBP,0.0,0.0,False,38,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/c1111ab3-9623-48ba-93af-b36201616205/0AX2048S__600087__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax2048s-8056597919906
7895653228146,3074457345618580583,0AX4111SU 54 824013,Armani Exchange,AX4111SU,FEMALE,Cat Eye,Nylon & Propionate,Brown,Transparent Tundra,SUN,83.0,83.0,GBP,0.0,0.0,False,32,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/f371bb12-b389-43df-bcd9-b36100a92510/0AX4111SU__824013__STD__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax4111su-7895653228146
8056262823989,3074457345618754168,0AX4169SU 55 500187,Armani Exchange,AX4169SU,MALE,Rectangle,Nylon & Propionate,Grey,Matte Black,SUN,84.0,84.0,GBP,0.0,0.0,False,2,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/73171ad2-9204-456d-858c-b371001864ed/0AX4169SU__500187__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax4169su-8056262823989
7895653328259,3074457345618708216,0AX4160S 57 81582J,Armani Exchange,AX4160S,MALE,Square,Nylon & Propionate,Green,Shiny Black,SUN,106.0,106.0,GBP,0.0,0.0,False,6,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/93bf794d-9627-417c-bc6b-b3a0011a0563/0AX4160S__81582J__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax4160s-7895653328259
7895653349759,3074457345618753752,0AX4167SU 56 807887,Armani Exchange,AX4167SU,MALE,Pillow,Nylon & Propionate,Grey,Matte Black,SUN,75.0,75.0,GBP,0.0,0.0,False,8,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/ab84cf6b-9d3a-4729-b570-b3710017ffe7/0AX4167SU__807887__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax4167su-7895653349759
8056597213639,3074457345618591900,0AX2034S 59 600087,Armani Exchange,AX2034S,MALE,Pilot,Metal,Grey,Shiny Black,SUN,83.0,83.0,GBP,0.0,0.0,False,449,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/0c237059-8737-4d42-ba76-b3600108bce9/0AX2034S__600087__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax2034s-8056597213639
8053672283532,518640,0AX4026S 56 812287,Armani Exchange,AX4026S,UNISEX,Square,Nylon & Propionate,Grey,Matte & Shiny Black,SUN,83.0,83.0,GBP,0.0,0.0,False,55,True,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/94986807-f235-4c1d-bebc-b35d012434d5/0AX4026S__812287__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax4026s-8053672283532
7895653287280,3074457345618726577,0AX4142SU 61 818087,Armani Exchange,AX4142SU,MALE,Rectangle,Nylon & Propionate,Grey,Matte Grey,SUN,83.0,83.0,GBP,0.0,0.0,False,39,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/4fddfcc3-aaab-45a8-b742-b36300124a77/0AX4142SU__818087__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax4142su-7895653287280
7895653319172,3074457345618749532,0AX4151S 55 836511,Armani Exchange,AX4151S,FEMALE,Butterfly,Nylon & Propionate,Pink,Opalescent Dark Brown,SUN,88.0,88.0,GBP,0.0,0.0,False,4,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/3311727c-2883-4620-95f4-b36300729807/0AX4151S__836511__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax4151s-7895653319172
7895653319783,3074457345618749564,0AX4120S 54 823687,Armani Exchange,AX4120S,FEMALE,Cat Eye,Nylon & Propionate,Grey,Shiny Transparent Purple,SUN,83.0,83.0,GBP,0.0,0.0,False,204,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/c6ded876-715d-4b70-b45f-b36300734f47/0AX4120S__823687__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax4120s-7895653319783
7895653287259,3074457345618670474,0AX4145S 57 834555,Armani Exchange,AX4145S,MALE,Rectangle,Nylon & Propionate,Blue,Shiny Transparent Blue,SUN,74.0,74.0,GBP,0.0,0.0,False,70,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/9de8e44a-7523-4273-9213-b37000fc625f/0AX4145S__834555__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax4145s-7895653287259
7895653327504,3074457345618749696,0AX4154SU 56 837371,Armani Exchange,AX4154SU,MALE,Square,Nylon & Propionate,Green,Matte Opal Brown,SUN,75.0,75.0,GBP,0.0,0.0,False,65,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/618a7e4a-8612-44fa-a6fb-b3a0010a7e80/0AX4154SU__837371__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax4154su-7895653327504
7895653257498,3074457345618646777,0AX4133S 60 807887,Armani Exchange,AX4133S,MALE,Phantos,Nylon & Propionate,Grey,Matte Black,SUN,83.0,83.0,GBP,0.0,0.0,False,77,True,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/43d20605-7744-4f63-be45-b37000fc2b5a/0AX4133S__807887__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax4133s-7895653257498
7895653329744,3074457345618730727,0AX2002 61 60008G,Armani Exchange,AX2002,UNISEX,Pilot,Metal,Grey,Matte Black,SUN,93.0,93.0,GBP,0.0,0.0,False,69,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/df375c33-ab10-4f87-a6cc-b39e0030c555/0AX2002__60008G__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax2002-7895653329744
8056597925860,3074457345618660261,0AX2047S 63 600087,Armani Exchange,AX2047S,MALE,Round,Metal,Grey,Matte Black,SUN,83.0,83.0,GBP,0.0,0.0,False,54,True,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/14263274-0acd-464f-93f2-b371000b50eb/0AX2047S__600087__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax2047s-8056597925860
7895653272934,3074457345618660173,0AX4137SU 35 81806G,Armani Exchange,AX4137SU,MALE,Pillow,Nylon & Propionate,Silver,Matte Grey,SUN,93.0,93.0,GBP,0.0,0.0,False,972,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/61c8c4a3-4b12-4358-b8fd-b37000fc5c2a/0AX4137SU__81806G__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax4137su-7895653272934
7895653273009,3074457345618660186,0AX4135S 59 807881,Armani Exchange,AX4135S,MALE,Pillow,Nylon & Propionate,Grey,Matte Black,SUN,101.0,101.0,GBP,0.0,0.0,False,22,False,False,False,https://assets2.sunglasshut.com/prod-onecp-record-files/pieyewear/11ec3378-9287-4052-8f46-b37000fc2dc1/0AX4135S__807881__P21__noshad__fr.png,https://www.sunglasshut.comarmani-exchange/ax4135s-7895653273009
